time_s,human_x,human_y,human_z,robot_x,robot_y,robot_z,R_SFE,R_SAA,R_HR,R_EB,R_WR,R_WFE,R_WAA
0.002340078353881836,1.3482669877452778,0.29563660273505893,-0.51039959927706069,0.078259460139684614,-0.94139006100719513,-0.40010298645074166,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
0.032343149185180664,1.3483124542725196,0.29571587506461861,-0.51072843627522324,0.078258741142082561,-0.94138997828107718,-0.40010328572777942,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
0.062371015548706055,1.3482732179603829,0.29579446075811522,-0.51066373160166734,0.078259047898531053,-0.94139017808403569,-0.40010306546475471,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
0.09234809875488281,1.3482374638596704,0.29587764441118014,-0.51069603257060248,0.078259047898531053,-0.94139017808403569,-0.40010306546475471,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
0.12246513366699219,1.3482172983471272,0.29593232913687695,-0.51039028709020018,0.078258741142082561,-0.94138997828107718,-0.40010328572777942,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
0.15234899520874023,1.3482164372642345,0.2959352858928247,-0.51060120666180642,0.078259047898531053,-0.94139017808403569,-0.40010306546475471,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
0.18233203887939453,1.348261454458018,0.29594611433865892,-0.5106394350694623,0.078257849192309548,-0.94138973519583324,-0.40010357725945361,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
0.21235394477844238,1.3482489680421645,0.29589255451329416,-0.51065052806132583,0.078258155948577962,-0.94138993499926094,-0.40010335699660388,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
0.2423551082611084,1.3481991582579975,0.29591645288909285,-0.51058934266625733,0.078259047898531053,-0.94139017808403569,-0.40010306546475471,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
0.27233004570007324,1.3482119030059074,0.29599922973984377,-0.51059807600035478,0.078259047898531053,-0.94139017808403569,-0.40010306546475471,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
0.3023350238800049,1.3481235241490155,0.2960207971018427,-0.51065649201334229,0.078258741142082561,-0.94138997828107718,-0.40010328572777942,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
0.3323500156402588,1.3481570847353013,0.29596774765775591,-0.51059198523358984,0.078259660208067655,-0.94138982456695985,-0.40010340273216788,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
0.36233997344970703,1.3481729116584718,0.29602189549321517,-0.51063148919596568,0.078259047898531053,-0.94139017808403569,-0.40010306546475471,-0.04520885646343231,0.41301974654197693,0.12824152410030365,0.023708758875727654,0.5052372217178345,0.04114145413041115,0.00035653068334795535
