time_s,human_x,human_y,human_z,robot_x,robot_y,robot_z,R_SFE,R_SAA,R_HR,R_EB,R_WR,R_WFE,R_WAA
0.010905981063842773,1.3429819358283233,0.28182989826090898,-0.50793062505475595,0.069784892155851846,-0.93769166769262491,-0.40318660892656971,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
0.04091978073120117,1.3429577334123863,0.28207247171749444,-0.50749766977780753,0.069783452332151538,-0.93769158260370011,-0.40318699839419631,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
0.07091784477233887,1.3429854728072945,0.28185287162011874,-0.50790395890477547,0.06978438044433527,-0.93769174207102346,-0.4031866938583048,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
0.1008918285369873,1.3430099826700099,0.28185187393617861,-0.50788715135500029,0.069784892155851846,-0.93769166769262491,-0.40318660892656971,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
0.1309189796447754,1.3430328982871556,0.28182711037471475,-0.50788191560251961,0.069784892155851846,-0.93769166769262491,-0.40318660892656971,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
0.16095995903015137,1.3430435105899106,0.28181128207218853,-0.50786726268232241,0.069784892155851846,-0.93769166769262491,-0.40318660892656971,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
0.19090890884399414,1.3430528116887548,0.28186693989649891,-0.5078625758612666,0.069784300354883755,-0.93769182678692709,-0.40318672279537165,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
0.22096681594848633,1.3430229159276892,0.28183912598830124,-0.50782859337436981,0.069784892155851846,-0.93769166769262491,-0.40318660892656971,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
0.25090885162353516,1.3430475729424649,0.2818721155843194,-0.50787321652268336,0.069784892155851846,-0.93769166769262491,-0.40318660892656971,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
0.2809028625488281,1.3430653646630453,0.28188920898489656,-0.50785652264891623,0.069784892155851846,-0.93769166769262491,-0.40318660892656971,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
0.31090879440307617,1.3430502170356269,0.28185522085436393,-0.50783764401589804,0.069784892155851846,-0.93769166769262491,-0.40318660892656971,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
0.34090685844421387,1.343059577549933,0.28180741130643011,-0.50784653558119941,0.069784892155851846,-0.93769166769262491,-0.40318660892656971,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
0.37090492248535156,1.3431057078463984,0.28183230296185091,-0.50784559974068899,0.069784892155851846,-0.93769166769262491,-0.40318660892656971,-0.0406644381582737,0.4154335856437683,0.10532424598932266,0.019670307636260986,0.5049862861633301,0.04803662747144699,0.003625644138082862
